Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M01780287,Pth1r/+,2014-07-24,GB,FT1,1.82E+05,1.79E+05,2599,1.45,36,417,0.23
M01781199,Sap130/+,2014-07-24,GB,FT1,1.88E+05,1.86E+05,1976,1.06,17,311,0.17
M01781197,Sap130/+,2014-07-24,GB,FT1,1.90E+05,1.86E+05,3202,1.72,14,311,0.17
M01781198,Sap130/+,2014-07-24,GB,FT1,1.88E+05,1.85E+05,2813,1.52,23,355,0.19
M01783737,Setd5/+,2014-07-24,GB,FT1,1.89E+05,1.85E+05,3258,1.76,34,437,0.24
M01762934,Tchp/Tchp,2014-07-24,GB,FT1,1.92E+05,1.89E+05,3207,1.7,41,347,0.18
M01778520,Tctex1d2/Tctex1d2,2014-07-24,GB,FT1,1.86E+05,1.83E+05,2005,1.09,30,349,0.19
M01778516,Tctex1d2/Tctex1d2,2014-07-24,GB,FT1,1.84E+05,1.81E+05,2670,1.47,38,385,0.21
M01778519,Tctex1d2/Tctex1d2,2014-07-24,GB,FT1,1.88E+05,1.85E+05,2787,1.51,15,334,0.18
M01778517,Tctex1d2/Tctex1d2,2014-07-24,GB,FT1,1.90E+05,1.87E+05,2849,1.53,30,353,0.19
M01773706,Vps72/+,2014-07-24,GB,FT1,1.88E+05,1.86E+05,2117,1.14,9,321,0.17
M01773701,Vps72/+,2014-07-24,GB,FT1,1.87E+05,1.83E+05,3290,1.8,32,423,0.23
M01788093,Xpnpep1/Xpnpep1,2014-07-24,GB,FT1,1.80E+05,1.77E+05,2341,1.32,24,408,0.23
M01788096,Xpnpep1/Xpnpep1,2014-07-24,GB,FT1,1.87E+05,1.83E+05,3906,2.14,32,398,0.22
M01788095,Xpnpep1/Xpnpep1,2014-07-24,GB,FT1,1.82E+05,1.78E+05,3445,1.94,31,467,0.26
M01788094,Xpnpep1/Xpnpep1,2014-07-24,GB,FT1,1.82E+05,1.79E+05,2700,1.51,10,338,0.19
M01773916,Zfyve28(b)/Zfyve28(b),2014-07-24,GB,FT1,1.88E+05,1.85E+05,3131,1.69,13,445,0.24
M01773949,Zfyve28(b)/Zfyve28(b),2014-07-24,GB,FT1,1.85E+05,1.82E+05,3306,1.82,34,413,0.23
M01773950,Zfyve28(b)/Zfyve28(b),2014-07-24,GB,FT1,1.86E+05,1.83E+05,3465,1.9,21,387,0.21
M01773130,2510003E04Rik/+,2014-07-28,GB,FT1,1.87E+05,1.83E+05,3370,1.84,70,393,0.21
M01773120,2510003E04Rik/+,2014-07-28,GB,FT1,1.91E+05,1.86E+05,3955,2.12,20,406,0.22
M01773063,2510003E04Rik/+,2014-07-28,GB,FT1,1.90E+05,1.86E+05,3698,1.99,22,437,0.24
M01773065,2510003E04Rik/+,2014-07-28,GB,FT1,1.90E+05,1.86E+05,3231,1.73,19,448,0.24
M01764747,Acer1/Acer1,2014-07-28,GB,FT1,1.79E+05,1.77E+05,2196,1.24,54,386,0.22
M01769937,Adpgk/Adpgk,2014-07-28,GB,FT1,1.77E+05,1.73E+05,3486,2.01,27,307,0.18
M01769934,Adpgk/Adpgk,2014-07-28,GB,FT1,1.73E+05,1.69E+05,3414,2.02,48,301,0.18
M01769935,Adpgk/Adpgk,2014-07-28,GB,FT1,1.84E+05,1.80E+05,3609,2,19,321,0.18
M01769939,Adpgk/Adpgk,2014-07-28,GB,FT1,1.87E+05,1.83E+05,4048,2.22,19,405,0.22
M01772964,Ccdc18/Ccdc18,2014-07-28,GB,FT1,1.85E+05,1.81E+05,3395,1.88,22,450,0.25
M01757482,Dap/Dap,2014-07-28,GB,FT1,1.80E+05,1.77E+05,2328,1.31,18,383,0.22
M01769167,Dlg4/Dlg4,2014-07-28,GB,FT1,1.79E+05,1.76E+05,2879,1.64,29,312,0.18
M01762195,Dnase1l2/Dnase1l2,2014-07-28,GB,FT1,1.88E+05,1.85E+05,2591,1.4,48,370,0.2
M01762197,Dnase1l2/Dnase1l2,2014-07-28,GB,FT1,1.90E+05,1.86E+05,2732,1.47,47,405,0.22
M01762196,Dnase1l2/Dnase1l2,2014-07-28,GB,FT1,1.89E+05,1.86E+05,2531,1.36,39,322,0.17
M01769019,Evi5/Evi5,2014-07-28,GB,FT1,1.84E+05,1.80E+05,3372,1.87,20,442,0.24
M01766767,Fam69a /Fam69a,2014-07-28,GB,FT1,1.89E+05,1.86E+05,2853,1.53,15,356,0.19
M01731079,Fzd6/Fzd6,2014-07-28,GB,FT1,1.89E+05,1.85E+05,3096,1.67,16,420,0.23
M01741148,Mospd1/Y,2014-07-28,GB,FT1,1.74E+05,1.71E+05,2931,1.71,17,240,0.14
M01741151,Mospd1/Y,2014-07-28,GB,FT1,1.89E+05,1.86E+05,2911,1.56,14,316,0.17
M01741149,Mospd1/Y,2014-07-28,GB,FT1,1.86E+05,1.83E+05,2544,1.39,65,328,0.18
M01741147,Mospd1/Y,2014-07-28,GB,FT1,1.78E+05,1.75E+05,2286,1.31,21,303,0.17
M01764734,Nrde2/+,2014-07-28,GB,FT1,1.80E+05,1.76E+05,3484,1.98,22,383,0.22
M01772876,Nrde2/+,2014-07-28,GB,FT1,1.81E+05,1.77E+05,3001,1.69,49,413,0.23
M01764716,Nrde2/+,2014-07-28,GB,FT1,1.88E+05,1.84E+05,3223,1.75,92,437,0.24
M01764733,Nrde2/+,2014-07-28,GB,FT1,1.84E+05,1.80E+05,3516,1.95,30,396,0.22
M01772875,Nrde2/+,2014-07-28,GB,FT1,1.82E+05,1.78E+05,3692,2.08,43,467,0.26
M01743543,Nxn(b)/+,2014-07-28,GB,FT1,1.84E+05,1.81E+05,2820,1.56,24,245,0.14
M01743542,Nxn(b)/+,2014-07-28,GB,FT1,1.83E+05,1.79E+05,3233,1.8,49,291,0.16
M01743541,Nxn(b)/+,2014-07-28,GB,FT1,1.89E+05,1.85E+05,3187,1.72,20,316,0.17
M01772865,Oog2/Oog2,2014-07-28,GB,FT1,1.81E+05,1.78E+05,2746,1.54,23,309,0.17
M01772866,Oog2/Oog2,2014-07-28,GB,FT1,1.84E+05,1.80E+05,2957,1.64,19,334,0.18
M01745304,Prkab1/Prkab1,2014-07-28,GB,FT1,1.80E+05,1.73E+05,6759,3.91,78,297,0.17
M01744942,Prkab1/Prkab1,2014-07-28,GB,FT1,1.85E+05,1.74E+05,10933,6.3,66,296,0.17
M01736811,Prrg2(b)/Prrg2(b),2014-07-28,GB,FT1,1.81E+05,1.78E+05,3399,1.91,25,347,0.19
M01736812,Prrg2(b)/Prrg2(b),2014-07-28,GB,FT1,1.88E+05,1.85E+05,2999,1.62,24,319,0.17
M01736813,Prrg2(b)/Prrg2(b),2014-07-28,GB,FT1,1.90E+05,1.86E+05,2846,1.53,17,342,0.18
M01773139,Pth1r/+,2014-07-28,GB,FT1,1.85E+05,1.80E+05,4283,2.37,18,380,0.21
M01773140,Pth1r/+,2014-07-28,GB,FT1,1.87E+05,1.83E+05,3524,1.93,23,366,0.2
M01773137,Pth1r/+,2014-07-28,GB,FT1,1.89E+05,1.84E+05,4220,2.29,21,413,0.22
M01773136,Pth1r/+,2014-07-28,GB,FT1,1.89E+05,1.84E+05,4380,2.38,27,430,0.23
M01741502,Traf6/+,2014-07-28,GB,FT1,1.83E+05,1.80E+05,2991,1.66,23,429,0.24
M01741503,Traf6/+,2014-07-28,GB,FT1,1.83E+05,1.80E+05,2559,1.42,55,326,0.18
M01764574,Wdtc1/Wdtc1,2014-07-28,GB,FT1,1.80E+05,1.77E+05,2798,1.58,37,383,0.22
M01764576,Wdtc1/Wdtc1,2014-07-28,GB,FT1,1.76E+05,1.73E+05,2956,1.71,63,377,0.22
M01764575,Wdtc1/Wdtc1,2014-07-28,GB,FT1,1.79E+05,1.75E+05,3239,1.85,70,370,0.21
M01754108,Zfyve28(b)/Zfyve28(b),2014-07-28,GB,FT1,1.71E+05,1.67E+05,3585,2.15,34,328,0.2
M01712449,1700001C02Rik/1700001C02Rik,2014-07-29,GB,FT1,1.87E+05,1.83E+05,3924,2.15,37,396,0.22
M01720629,1700123O20Rik/1700123O20Rik,2014-07-29,GB,FT1,1.85E+05,1.81E+05,3874,2.14,37,339,0.19
M01720630,1700123O20Rik/1700123O20Rik,2014-07-29,GB,FT1,1.90E+05,1.87E+05,2736,1.47,14,350,0.19
M01720632,1700123O20Rik/1700123O20Rik,2014-07-29,GB,FT1,1.88E+05,1.85E+05,2734,1.48,17,399,0.22
M01720631,1700123O20Rik/1700123O20Rik,2014-07-29,GB,FT1,1.92E+05,1.87E+05,4332,2.32,25,365,0.19
M01739180,9130011E15Rik/+,2014-07-29,GB,FT1,1.81E+05,1.77E+05,3925,2.22,35,384,0.22
M01739182,9130011E15Rik/+,2014-07-29,GB,FT1,1.83E+05,1.79E+05,3671,2.05,38,460,0.26
M01739183,9130011E15Rik/+,2014-07-29,GB,FT1,1.77E+05,1.72E+05,4118,2.39,48,436,0.25
M01754126,Abhd17a/Abhd17a,2014-07-29,GB,FT1,1.83E+05,1.80E+05,3014,1.68,17,318,0.18
M01758589,Abhd17a/Abhd17a,2014-07-29,GB,FT1,1.88E+05,1.83E+05,4504,2.46,21,382,0.21
M01758603,Abhd17a/Abhd17a,2014-07-29,GB,FT1,1.87E+05,1.81E+05,5221,2.88,50,357,0.2
M01754129,Abhd17a/Abhd17a,2014-07-29,GB,FT1,1.86E+05,1.82E+05,4179,2.3,35,392,0.22
M01731306,Amz2/Amz2,2014-07-29,GB,FT1,1.91E+05,1.88E+05,2520,1.34,15,352,0.19
M01731311,Amz2/Amz2,2014-07-29,GB,FT1,1.92E+05,1.89E+05,2285,1.21,21,429,0.23
M01731307,Amz2/Amz2,2014-07-29,GB,FT1,1.93E+05,1.90E+05,2601,1.37,27,407,0.21
M01737009,Amz2/Amz2,2014-07-29,GB,FT1,1.87E+05,1.83E+05,3717,2.03,47,508,0.28
M01737005,Amz2/Amz2,2014-07-29,GB,FT1,1.83E+05,1.78E+05,4194,2.36,68,497,0.28
M01718895,Bach2/Bach2,2014-07-29,GB,FT1,1.81E+05,1.78E+05,3151,1.77,19,274,0.15
M01718898,Bach2/Bach2,2014-07-29,GB,FT1,1.91E+05,1.88E+05,2492,1.32,18,316,0.17
M01718885,Bach2/Bach2,2014-07-29,GB,FT1,1.88E+05,1.85E+05,2855,1.54,10,287,0.15
M01718897,Bach2/Bach2,2014-07-29,GB,FT1,1.89E+05,1.84E+05,4099,2.22,14,353,0.19
M01720196,Cpt2(b)/+,2014-07-29,GB,FT1,1.86E+05,1.83E+05,2102,1.15,15,304,0.17
M01720199,Cpt2(b)/+,2014-07-29,GB,FT1,1.90E+05,1.87E+05,2301,1.23,26,371,0.2
M01720195,Cpt2(b)/+,2014-07-29,GB,FT1,1.91E+05,1.87E+05,2803,1.5,40,375,0.2
M01720707,Cxcr2/Cxcr2,2014-07-29,GB,FT1,1.85E+05,1.82E+05,2730,1.5,14,389,0.21
M01720706,Cxcr2/Cxcr2,2014-07-29,GB,FT1,1.93E+05,1.89E+05,3584,1.89,25,494,0.26
M01713659,Dcbld2/Dcbld2,2014-07-29,GB,FT1,1.88E+05,1.85E+05,2715,1.47,12,270,0.15
M01717148,Fdft1/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,2241,1.2,15,257,0.14
M01709483,Fdft1/+,2014-07-29,GB,FT1,1.92E+05,1.89E+05,2842,1.51,20,346,0.18
M01717147,Fdft1/+,2014-07-29,GB,FT1,1.93E+05,1.89E+05,2930,1.55,17,293,0.15
M01714433,Gm13125(b)/Gm13125(b),2014-07-29,GB,FT1,1.88E+05,1.84E+05,3115,1.69,14,248,0.13
M01714432,Gm13125(b)/Gm13125(b),2014-07-29,GB,FT1,1.92E+05,1.89E+05,3170,1.68,9,270,0.14
M01714434,Gm13125(b)/Gm13125(b),2014-07-29,GB,FT1,1.80E+05,1.77E+05,2934,1.66,28,296,0.17
M01732081,Gm5544/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,2878,1.55,21,372,0.2
M01732090,Gm5544/+,2014-07-29,GB,FT1,1.89E+05,1.84E+05,3834,2.08,23,415,0.22
M01732089,Gm5544/+,2014-07-29,GB,FT1,1.85E+05,1.80E+05,4481,2.48,90,493,0.27
M01710215,Hbs1l/Hbs1l,2014-07-29,GB,FT1,1.80E+05,1.77E+05,3079,1.74,96,303,0.17
M01768586,Hibadh(b)/Hibadh(b),2014-07-29,GB,FT1,1.91E+05,1.87E+05,3050,1.63,25,377,0.2
M01768555,Hibadh(b)/Hibadh(b),2014-07-29,GB,FT1,1.85E+05,1.81E+05,3401,1.88,26,352,0.19
M01768585,Hibadh(b)/Hibadh(b),2014-07-29,GB,FT1,1.89E+05,1.85E+05,3700,2,29,374,0.2
M01768583,Hibadh(b)/Hibadh(b),2014-07-29,GB,FT1,1.85E+05,1.80E+05,4154,2.3,43,433,0.24
M01709952,Ift140/+,2014-07-29,GB,FT1,1.92E+05,1.90E+05,2224,1.17,13,305,0.16
M01709954,Ift140/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,2800,1.51,16,371,0.2
M01709953,Ift140/+,2014-07-29,GB,FT1,1.83E+05,1.80E+05,2525,1.4,26,408,0.23
M01723150,L3mbtl2/+,2014-07-29,GB,FT1,1.85E+05,1.82E+05,2421,1.33,7,248,0.14
M01723151,L3mbtl2/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,3067,1.65,13,297,0.16
M01723152,L3mbtl2/+,2014-07-29,GB,FT1,1.91E+05,1.88E+05,2682,1.43,15,324,0.17
M01723340,L3mbtl2/+,2014-07-29,GB,FT1,1.92E+05,1.88E+05,3569,1.9,44,370,0.2
M01712458,Mir145/Mir145,2014-07-29,GB,FT1,1.90E+05,1.86E+05,3133,1.68,27,367,0.2
M01712459,Mir145/Mir145,2014-07-29,GB,FT1,1.81E+05,1.77E+05,3258,1.84,32,355,0.2
M01712461,Mir145/Mir145,2014-07-29,GB,FT1,1.87E+05,1.83E+05,3224,1.76,30,389,0.21
M01712460,Mir145/Mir145,2014-07-29,GB,FT1,1.72E+05,1.68E+05,3072,1.83,29,375,0.22
M01715210,Metrnl(b)/Metrnl(b),2014-07-29,GB,FT1,1.86E+05,1.83E+05,3013,1.65,27,365,0.2
M01715215,Metrnl(b)/Metrnl(b),2014-07-29,GB,FT1,1.76E+05,1.72E+05,3077,1.79,24,397,0.23
M01719089,Mkrn2(b)/Mkrn2(b),2014-07-29,GB,FT1,1.91E+05,1.87E+05,3332,1.78,14,354,0.19
M01719090,Mkrn2(b)/Mkrn2(b),2014-07-29,GB,FT1,1.89E+05,1.86E+05,3532,1.9,18,346,0.19
M01761117,Mkrn2(b)/Mkrn2(b),2014-07-29,GB,FT1,1.90E+05,1.86E+05,3025,1.62,27,423,0.23
M01761118,Mkrn2(b)/Mkrn2(b),2014-07-29,GB,FT1,1.77E+05,1.74E+05,2402,1.38,28,490,0.28
M01731381,Mrm1/Mrm1,2014-07-29,GB,FT1,1.81E+05,1.78E+05,1971,1.11,15,269,0.15
M01731379,Mrm1/Mrm1,2014-07-29,GB,FT1,1.87E+05,1.83E+05,3192,1.74,25,378,0.21
M01731383,Mrm1/Mrm1,2014-07-29,GB,FT1,1.85E+05,1.82E+05,2248,1.24,20,405,0.22
M01731382,Mrm1/Mrm1,2014-07-29,GB,FT1,1.85E+05,1.82E+05,2475,1.36,21,347,0.19
M01714488,Mrps5(b)/+,2014-07-29,GB,FT1,1.88E+05,1.85E+05,2323,1.25,14,329,0.18
M01714489,Mrps5(b)/+,2014-07-29,GB,FT1,1.91E+05,1.87E+05,3921,2.1,17,387,0.21
M01714486,Mrps5(b)/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,2254,1.21,22,425,0.23
M01715489,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.85E+05,1.81E+05,3013,1.66,16,291,0.16
M01715497,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.93E+05,1.90E+05,2170,1.14,11,323,0.17
M01723289,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.92E+05,1.88E+05,2997,1.59,25,362,0.19
M01723290,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.91E+05,1.88E+05,2919,1.56,29,378,0.2
M01715498,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.92E+05,1.86E+05,5666,3.05,36,473,0.25
M01723291,Osbpl3/Osbpl3,2014-07-29,GB,FT1,1.86E+05,1.82E+05,3777,2.07,39,399,0.22
M01717700,Prkab1/Prkab1,2014-07-29,GB,FT1,1.84E+05,1.77E+05,7004,3.96,42,268,0.15
M01717699,Prkab1/Prkab1,2014-07-29,GB,FT1,1.85E+05,1.77E+05,7207,4.07,45,307,0.17
M01700215,Rnf157(b)/Rnf157(b),2014-07-29,GB,FT1,1.94E+05,1.91E+05,2465,1.29,13,418,0.22
M01762930,Tchp/Tchp,2014-07-29,GB,FT1,1.88E+05,1.84E+05,3581,1.95,44,512,0.28
M01738466,Tcp11/Tcp11,2014-07-29,GB,FT1,1.91E+05,1.88E+05,3094,1.65,17,313,0.17
M01738519,Tcp11/Tcp11,2014-07-29,GB,FT1,1.83E+05,1.79E+05,3431,1.91,38,334,0.19
M01738520,Tcp11/Tcp11,2014-07-29,GB,FT1,1.83E+05,1.73E+05,9321,5.38,106,460,0.26
M01713060,Tgfb1i1(b)/Tgfb1i1(b),2014-07-29,GB,FT1,1.90E+05,1.85E+05,4196,2.27,50,394,0.21
M01713957,Tomm20l/Tomm20l,2014-07-29,GB,FT1,1.86E+05,1.82E+05,3302,1.81,29,390,0.21
M01713958,Tomm20l/Tomm20l,2014-07-29,GB,FT1,1.73E+05,1.70E+05,2541,1.5,24,410,0.24
M01713959,Tomm20l/Tomm20l,2014-07-29,GB,FT1,1.84E+05,1.80E+05,3263,1.81,220,359,0.2
M01713956,Tomm20l/Tomm20l,2014-07-29,GB,FT1,1.76E+05,1.73E+05,3389,1.96,22,392,0.23
M01738162,Traf2/+,2014-07-29,GB,FT1,1.89E+05,1.86E+05,2662,1.43,9,275,0.15
M01716952,Xpnpep1/Xpnpep1,2014-07-29,GB,FT1,1.81E+05,1.78E+05,3341,1.88,40,338,0.19
M01754111,Zfyve28(b)/Zfyve28(b),2014-07-29,GB,FT1,1.88E+05,1.84E+05,3696,2.01,19,397,0.22
M01754109,Zfyve28(b)/Zfyve28(b),2014-07-29,GB,FT1,1.94E+05,1.90E+05,3491,1.84,38,510,0.27
M01754112,Zfyve28(b)/Zfyve28(b),2014-07-29,GB,FT1,1.83E+05,1.78E+05,4689,2.63,56,408,0.23
M01732272,Acer1/Acer1,2014-08-06,GB,FT1,1.93E+05,1.89E+05,3419,1.81,89,406,0.21
M01737010,Amz2/Amz2,2014-08-06,GB,FT1,1.91E+05,1.87E+05,3913,2.1,73,440,0.24
M01696294,Armc7(b)/+,2014-08-06,GB,FT1,1.92E+05,1.89E+05,2535,1.34,90,306,0.16
M01696279,Armc7(b)/+,2014-08-06,GB,FT1,1.93E+05,1.90E+05,2616,1.38,15,281,0.15
M01696289,Armc7(b)/+,2014-08-06,GB,FT1,1.62E+05,1.59E+05,2637,1.66,40,294,0.18
M01696290,Armc7(b)/+,2014-08-06,GB,FT1,1.86E+05,1.83E+05,2183,1.19,109,381,0.21
M01732505,Chst11/+,2014-08-06,GB,FT1,1.87E+05,1.83E+05,4012,2.2,205,394,0.22
M01732506,Chst11/+,2014-08-06,GB,FT1,1.93E+05,1.87E+05,4913,2.62,55,363,0.19
M01757480,Dap/Dap,2014-08-06,GB,FT1,5.00E+04,4.86E+04,1079,2.22,95,159,0.33
M01757479,Dap/Dap,2014-08-06,GB,FT1,1.94E+05,1.90E+05,3487,1.83,63,423,0.22
M01772324,Ddah1/Ddah1,2014-08-06,GB,FT1,1.84E+05,1.81E+05,3075,1.7,41,307,0.17
M01698275,Dennd1b/Dennd1b,2014-08-06,GB,FT1,1.93E+05,1.89E+05,4252,2.26,61,395,0.21
M01698276,Dennd1b/Dennd1b,2014-08-06,GB,FT1,1.85E+05,1.80E+05,4463,2.48,53,484,0.27
M01769858,Dlg3/Y,2014-08-06,GB,FT1,1.76E+05,1.71E+05,4057,2.37,26,322,0.19
M01769857,Dlg3/Y,2014-08-06,GB,FT1,1.76E+05,1.74E+05,2170,1.25,28,366,0.21
M01769859,Dlg3/Y,2014-08-06,GB,FT1,1.77E+05,1.73E+05,3879,2.25,57,401,0.23
M01723100,Dlg4/Dlg4,2014-08-06,GB,FT1,1.86E+05,1.83E+05,2574,1.41,65,308,0.17
M01723097,Dlg4/Dlg4,2014-08-06,GB,FT1,1.93E+05,1.89E+05,2933,1.55,49,356,0.19
M01723098,Dlg4/Dlg4,2014-08-06,GB,FT1,1.93E+05,1.89E+05,3144,1.66,71,453,0.24
M01743455,Dlg4/Dlg4,2014-08-06,GB,FT1,1.81E+05,1.78E+05,2620,1.48,39,385,0.22
M01772919,Gimap6/Gimap6,2014-08-06,GB,FT1,1.89E+05,1.85E+05,3660,1.98,50,388,0.21
M01772921,Gimap6/Gimap6,2014-08-06,GB,FT1,1.82E+05,1.78E+05,3053,1.71,31,429,0.24
M01718383,Gm13125(b)/Gm13125(b),2014-08-06,GB,FT1,1.94E+05,1.90E+05,3405,1.79,52,331,0.17
M01774496,Gmnc(b)/+,2014-08-06,GB,FT1,1.90E+05,1.87E+05,3288,1.76,37,377,0.2
M01774497,Gmnc(b)/+,2014-08-06,GB,FT1,1.90E+05,1.86E+05,3411,1.84,59,384,0.21
M01774499,Gmnc(b)/+,2014-08-06,GB,FT1,1.91E+05,1.87E+05,3103,1.66,47,464,0.25
M01774495,Gmnc(b)/+,2014-08-06,GB,FT1,1.91E+05,1.87E+05,3477,1.86,48,408,0.22
M01688225,Mast2/Mast2,2014-08-06,GB,FT1,1.91E+05,1.87E+05,3958,2.12,59,396,0.21
M01699956,Medag(b)/Medag(b),2014-08-06,GB,FT1,1.91E+05,1.88E+05,2935,1.56,67,382,0.2
M01693205,Medag(b)/Medag(b),2014-08-06,GB,FT1,1.92E+05,1.90E+05,2403,1.27,35,375,0.2
M01693195,Medag(b)/Medag(b),2014-08-06,GB,FT1,1.90E+05,1.88E+05,2494,1.33,25,391,0.21
M01693194,Medag(b)/Medag(b),2014-08-06,GB,FT1,1.83E+05,1.80E+05,2099,1.17,37,376,0.21
M01755114,Ndufb8/+,2014-08-06,GB,FT1,1.91E+05,1.88E+05,2888,1.54,17,443,0.24
M01755111,Ndufb8/+,2014-08-06,GB,FT1,1.95E+05,1.92E+05,2043,1.06,41,414,0.22
M01755113,Ndufb8/+,2014-08-06,GB,FT1,1.86E+05,1.83E+05,2498,1.37,33,445,0.24
M01755112,Ndufb8/+,2014-08-06,GB,FT1,1.87E+05,1.84E+05,2323,1.26,32,379,0.21
M01726701,Nxn(b)/+,2014-08-06,GB,FT1,1.93E+05,1.88E+05,5115,2.72,21,304,0.16
M01726702,Nxn(b)/+,2014-08-06,GB,FT1,1.93E+05,1.87E+05,6022,3.23,49,324,0.17
M01726700,Nxn(b)/+,2014-08-06,GB,FT1,1.85E+05,1.82E+05,3153,1.74,44,389,0.21
M01726704,Nxn(b)/+,2014-08-06,GB,FT1,1.87E+05,1.81E+05,6307,3.49,49,275,0.15
M01772864,Oog2/Oog2,2014-08-06,GB,FT1,1.89E+05,1.84E+05,4566,2.48,181,421,0.23
M01694376,Pced1a(b)/Pced1a(b),2014-08-06,GB,FT1,1.87E+05,1.84E+05,2493,1.35,31,312,0.17
M01694375,Pced1a(b)/Pced1a(b),2014-08-06,GB,FT1,1.92E+05,1.89E+05,3162,1.67,56,360,0.19
M01748038,Ppil3(b)/Ppil3(b),2014-08-06,GB,FT1,1.93E+05,1.90E+05,2865,1.51,33,430,0.23
M01748037,Ppil3(b)/Ppil3(b),2014-08-06,GB,FT1,1.91E+05,1.87E+05,3294,1.76,29,338,0.18
M01748036,Ppil3(b)/Ppil3(b),2014-08-06,GB,FT1,1.94E+05,1.90E+05,2808,1.47,42,406,0.21
M01700213,Rnf157(b)/Rnf157(b),2014-08-06,GB,FT1,1.93E+05,1.89E+05,3510,1.86,60,475,0.25
M01700214,Rnf157(b)/Rnf157(b),2014-08-06,GB,FT1,1.87E+05,1.83E+05,3138,1.71,37,373,0.2
M01699010,Setd5/+,2014-08-06,GB,FT1,1.92E+05,1.89E+05,3191,1.69,71,333,0.18
M01699011,Setd5/+,2014-08-06,GB,FT1,9.46E+04,9.29E+04,1438,1.55,54,193,0.21
M01706567,Slc25a28(b)/Slc25a28(b),2014-08-06,GB,FT1,1.93E+05,1.89E+05,3663,1.94,41,425,0.22
M01706566,Slc25a28(b)/Slc25a28(b),2014-08-06,GB,FT1,1.90E+05,1.86E+05,4021,2.17,59,377,0.2
M01706564,Slc25a28(b)/Slc25a28(b),2014-08-06,GB,FT1,1.85E+05,1.80E+05,4297,2.39,86,516,0.29
M01756061,Tchp/Tchp,2014-08-06,GB,FT1,1.94E+05,1.92E+05,2152,1.12,61,391,0.2
M01756063,Tchp/Tchp,2014-08-06,GB,FT1,1.93E+05,1.90E+05,2673,1.41,40,309,0.16
M01756062,Tchp/Tchp,2014-08-06,GB,FT1,1.85E+05,1.82E+05,2901,1.6,35,439,0.24
M01738464,Tcp11/Tcp11,2014-08-06,GB,FT1,1.78E+05,1.75E+05,2746,1.57,48,343,0.2
M01683779,Tgfb1i1(b)/Tgfb1i1(b),2014-08-06,GB,FT1,1.90E+05,1.87E+05,2553,1.37,135,372,0.2
M01687466,Tgfb1i1(b)/Tgfb1i1(b),2014-08-06,GB,FT1,1.94E+05,1.91E+05,2897,1.52,56,414,0.22
M01687465,Tgfb1i1(b)/Tgfb1i1(b),2014-08-06,GB,FT1,1.83E+05,1.79E+05,2912,1.62,41,404,0.22
M01729408,Traf6/+,2014-08-06,GB,FT1,1.93E+05,1.89E+05,3263,1.73,39,376,0.2
M01729400,Traf6/+,2014-08-06,GB,FT1,1.93E+05,1.89E+05,4238,2.25,102,436,0.23
M01729409,Traf6/+,2014-08-06,GB,FT1,1.80E+05,1.76E+05,3158,1.79,29,343,0.19
M01692916,Trem1(Vlcg)/Trem1(Vlcg),2014-08-06,GB,FT1,1.87E+05,1.84E+05,2658,1.44,43,307,0.17
M01692917,Trem1(Vlcg)/Trem1(Vlcg),2014-08-06,GB,FT1,1.91E+05,1.88E+05,2847,1.51,35,245,0.13
M01692918,Trem1(Vlcg)/Trem1(Vlcg),2014-08-06,GB,FT1,1.88E+05,1.85E+05,2840,1.53,66,357,0.19
M01732840,Vps72/+,2014-08-06,GB,FT1,1.92E+05,1.89E+05,2275,1.2,33,357,0.19
M01732754,Vps72/+,2014-08-06,GB,FT1,1.82E+05,1.79E+05,2927,1.64,33,379,0.21
M01694834,Zfp616(b)/Zfp616(b),2014-08-06,GB,FT1,1.91E+05,1.87E+05,3606,1.92,24,301,0.16
M01694835,Zfp616(b)/Zfp616(b),2014-08-06,GB,FT1,1.91E+05,1.86E+05,4747,2.55,55,319,0.17
M01694833,Zfp616(b)/Zfp616(b),2014-08-06,GB,FT1,1.93E+05,1.90E+05,2790,1.47,30,450,0.24
M01694832,Zfp616(b)/Zfp616(b),2014-08-06,GB,FT1,1.87E+05,1.84E+05,2983,1.62,39,311,0.17
M01712448,1700001C02Rik/1700001C02Rik,2014-08-13,GB,FT1,1.64E+05,1.60E+05,3033,1.89,19,461,0.29
M01689042,1700001C02Rik/1700001C02Rik,2014-08-13,GB,FT1,1.63E+05,1.58E+05,4060,2.57,77,438,0.28
M01785892,1700067K01Rik/+,2014-08-13,GB,FT1,1.90E+05,1.87E+05,2683,1.43,16,362,0.19
